7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9
8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5
7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12
6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2
6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8
8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6
5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4
8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1
7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1
7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1
7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5
7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3
7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1
7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2
8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1
8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3
8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9
7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6
6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4
5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2
6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9
6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1
7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6
7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7
7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3
6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1
6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4
8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2
7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3
6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8
5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2
6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7
8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10
6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6
6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8
5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5
6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8
6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2
8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5
6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7
6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5
6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9
8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4
7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3
7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8
6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7
6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9
7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3
5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9
7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9
5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8
5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4
5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6
6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9
7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5
7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8
6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3
6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9
7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3
6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10
6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4
7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11
8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3
6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4
7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9
6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10
5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11
6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4
6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9
5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7
7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2
7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8
8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2
5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9
7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5
14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1
6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11
5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6
6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6
6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7
7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7
6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3
11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8
7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10
6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8
9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1
6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5
6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8
7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4
6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4
6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4
6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5
8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10
7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3
6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5
6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2
7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2
5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2
6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1
5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9
5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5
7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4
7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4
7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2
9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6
8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5
5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4
6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10
6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5
6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4
6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8
6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4
7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8
6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11
6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5
7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12
8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11
5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9
6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1
6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12
8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6
6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8
7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11
7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4
9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5
6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8
8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12
